route_id,service_id,trip_headsign,direction_id,shape_id,trip_id
104,1,Kempegowda Bus Station,1,104 DOWN,40070
104,1,Kempegowda Bus Station,1,104 DOWN,40071
104,1,Kempegowda Bus Station,1,104 DOWN,40072
104,1,Kempegowda Bus Station,1,104 DOWN,40073
104,1,Kempegowda Bus Station,1,104 DOWN,40074
104,1,Kempegowda Bus Station,1,104 DOWN,40075
104,1,Kempegowda Bus Station,1,104 DOWN,40076
104,1,Sadashivanagara,0,104 UP,40063
104,1,Sadashivanagara,0,104 UP,40064
104,1,Sadashivanagara,0,104 UP,40065
104,1,Sadashivanagara,0,104 UP,40066
104,1,Sadashivanagara,0,104 UP,40067
104,1,Sadashivanagara,0,104 UP,40068
104,1,Sadashivanagara,0,104 UP,40069
107-C D14G-SBS,1,Depot-14 Gate,1,107-C D14G-SBS DOWN,39985
107-C D14G-SBS,1,Depot-14 Gate,1,107-C D14G-SBS DOWN,39986
107-C D14G-SBS,1,Depot-14 Gate,1,107-C D14G-SBS DOWN,39987
107-C D14G-SBS,1,Depot-14 Gate,1,107-C D14G-SBS DOWN,39988
107-C D14G-SBS,1,Depot-14 Gate,1,107-C D14G-SBS DOWN,39989
107-C D14G-SBS,1,Shivajinagara Bus Station,0,107-C D14G-SBS UP,39982
107-C D14G-SBS,1,Shivajinagara Bus Station,0,107-C D14G-SBS UP,39983
107-C D14G-SBS,1,Shivajinagara Bus Station,0,107-C D14G-SBS UP,39984
111,1,KR Market,1,111 DOWN,15532
111,1,KR Market,1,111 DOWN,15533
111,1,KR Market,1,111 DOWN,15534
111,1,KR Market,1,111 DOWN,15535
111,1,KR Market,1,111 DOWN,15536
111,1,KR Market,1,111 DOWN,15537
111,1,KR Market,1,111 DOWN,15538
111,1,KR Market,1,111 DOWN,15539
111,1,KR Market,1,111 DOWN,15540
111,1,KR Market,1,111 DOWN,15541
111,1,KR Market,1,111 DOWN,15542
111,1,KR Market,1,111 DOWN,15543
111,1,KR Market,1,111 DOWN,15544
111,1,KR Market,1,111 DOWN,15545
111,1,KR Market,1,111 DOWN,15546
111,1,KR Market,1,111 DOWN,15547
111,1,KR Market,1,111 DOWN,15548
111,1,KR Market,1,111 DOWN,15549
111,1,KR Market,1,111 DOWN,15550
111,1,KR Market,1,111 DOWN,15551
111,1,KR Market,1,111 DOWN,15552
111,1,KR Market,1,111 DOWN,15553
111,1,KR Market,1,111 DOWN,15554
111,1,KR Market,1,111 DOWN,15555
111,1,KR Market,1,111 DOWN,15556
111,1,KR Market,1,111 DOWN,15557
111,1,KR Market,1,111 DOWN,15558
111,1,KR Market,1,111 DOWN,15559
111,1,KR Market,1,111 DOWN,15560
111,1,KR Market,1,111 DOWN,15561
111,1,KR Market,1,111 DOWN,15562
111,1,KR Market,1,111 DOWN,15563
111,1,KR Market,1,111 DOWN,15564
111,1,KR Market,1,111 DOWN,15565
111,1,KR Market,1,111 DOWN,15566
111,1,KR Market,1,111 DOWN,15567
111,1,KR Market,1,111 DOWN,15568
111,1,KR Market,1,111 DOWN,15569
111,1,KR Market,1,111 DOWN,15570
111,1,KR Market,1,111 DOWN,15571
111,1,KR Market,1,111 DOWN,15572
111,1,KR Market,1,111 DOWN,15573
111,1,KR Market,1,111 DOWN,15574
111,1,KR Market,1,111 DOWN,15575
111,1,KR Market,1,111 DOWN,15576
111,1,KR Market,1,111 DOWN,15577
111,1,KR Market,1,111 DOWN,15578
111,1,KR Market,1,111 DOWN,15579
111,1,KR Market,1,111 DOWN,15580
111,1,KR Market,1,111 DOWN,15581
111,1,KR Market,1,111 DOWN,15582
111,1,Kaval Byrasandra,0,111 UP,15482
111,1,Kaval Byrasandra,0,111 UP,15483
111,1,Kaval Byrasandra,0,111 UP,15484
111,1,Kaval Byrasandra,0,111 UP,15485
111,1,Kaval Byrasandra,0,111 UP,15486
111,1,Kaval Byrasandra,0,111 UP,15487
111,1,Kaval Byrasandra,0,111 UP,15488
111,1,Kaval Byrasandra,0,111 UP,15489
111,1,Kaval Byrasandra,0,111 UP,15490
111,1,Kaval Byrasandra,0,111 UP,15491
111,1,Kaval Byrasandra,0,111 UP,15492
111,1,Kaval Byrasandra,0,111 UP,15493
111,1,Kaval Byrasandra,0,111 UP,15494
111,1,Kaval Byrasandra,0,111 UP,15495
111,1,Kaval Byrasandra,0,111 UP,15496
111,1,Kaval Byrasandra,0,111 UP,15497
111,1,Kaval Byrasandra,0,111 UP,15498
111,1,Kaval Byrasandra,0,111 UP,15499
111,1,Kaval Byrasandra,0,111 UP,15500
111,1,Kaval Byrasandra,0,111 UP,15501
111,1,Kaval Byrasandra,0,111 UP,15502
111,1,Kaval Byrasandra,0,111 UP,15503
111,1,Kaval Byrasandra,0,111 UP,15504
111,1,Kaval Byrasandra,0,111 UP,15505
111,1,Kaval Byrasandra,0,111 UP,15506
111,1,Kaval Byrasandra,0,111 UP,15507
111,1,Kaval Byrasandra,0,111 UP,15508
111,1,Kaval Byrasandra,0,111 UP,15509
111,1,Kaval Byrasandra,0,111 UP,15510
111,1,Kaval Byrasandra,0,111 UP,15511
111,1,Kaval Byrasandra,0,111 UP,15512
111,1,Kaval Byrasandra,0,111 UP,15513
111,1,Kaval Byrasandra,0,111 UP,15514
111,1,Kaval Byrasandra,0,111 UP,15515
111,1,Kaval Byrasandra,0,111 UP,15516
111,1,Kaval Byrasandra,0,111 UP,15517
111,1,Kaval Byrasandra,0,111 UP,15518
111,1,Kaval Byrasandra,0,111 UP,15519
111,1,Kaval Byrasandra,0,111 UP,15520
111,1,Kaval Byrasandra,0,111 UP,15521
111,1,Kaval Byrasandra,0,111 UP,15522
111,1,Kaval Byrasandra,0,111 UP,15523
111,1,Kaval Byrasandra,0,111 UP,15524
111,1,Kaval Byrasandra,0,111 UP,15525
111,1,Kaval Byrasandra,0,111 UP,15526
111,1,Kaval Byrasandra,0,111 UP,15527
111,1,Kaval Byrasandra,0,111 UP,15528
111,1,Kaval Byrasandra,0,111 UP,15529
111,1,Kaval Byrasandra,0,111 UP,15530
111,1,Kaval Byrasandra,0,111 UP,15531
111 CMS-KBR,1,Cubbon Park Metro Station,1,111 CMS-KBR DOWN,44748
111 CMS-KBR,1,Cubbon Park Metro Station,1,111 CMS-KBR DOWN,44749
111-C,1,Kaval Byrasandra,0,111-C UP,15583
111-C,1,Kaval Byrasandra,0,111-C UP,15584
111-C,1,Kaval Byrasandra,0,111-C UP,15585
111-C,1,Kaval Byrasandra,0,111-C UP,15586
111-C,1,Kaval Byrasandra,0,111-C UP,15587
111-C,1,Kaval Byrasandra,0,111-C UP,15588
111-C,1,Kaval Byrasandra,0,111-C UP,15589
111-C,1,Kaval Byrasandra,0,111-C UP,15590
111-C,1,Kaval Byrasandra,0,111-C UP,15591
111-C,1,Kaval Byrasandra,0,111-C UP,15592
111-C,1,Kaval Byrasandra,0,111-C UP,15593
111-C,1,Kaval Byrasandra,0,111-C UP,15594
111-C,1,Kaval Byrasandra,0,111-C UP,15595
111-C,1,Kaval Byrasandra,0,111-C UP,15596
111-C,1,Kaval Byrasandra,0,111-C UP,15597
111-C,1,Kaval Byrasandra,0,111-C UP,15598
111-C,1,Kaval Byrasandra,0,111-C UP,15599
111-C,1,Kaval Byrasandra,0,111-C UP,15600
111-C,1,Kaval Byrasandra,0,111-C UP,15601
111-C,1,Kaval Byrasandra,0,111-C UP,15602
111-C,1,Kaval Byrasandra,0,111-C UP,15603
111-C,1,Kaval Byrasandra,0,111-C UP,15604
111-C,1,Kaval Byrasandra,0,111-C UP,15605
111-C,1,Kaval Byrasandra,0,111-C UP,15606
111-C,1,Kaval Byrasandra,0,111-C UP,15607
111-C,1,Kaval Byrasandra,0,111-C UP,15608
111-C,1,Kaval Byrasandra,0,111-C UP,15609
111-C,1,Kaval Byrasandra,0,111-C UP,15610
111-C,1,Kaval Byrasandra,0,111-C UP,15611
111-C,1,Kaval Byrasandra,0,111-C UP,15612
111-C,1,Kaval Byrasandra,0,111-C UP,15613
111-C,1,Kaval Byrasandra,0,111-C UP,15614
111-C,1,Kaval Byrasandra,0,111-C UP,15615
111-C,1,Kaval Byrasandra,0,111-C UP,15616
111-C,1,Kaval Byrasandra,0,111-C UP,15617
111-C,1,Kaval Byrasandra,0,111-C UP,15618
111-C,1,Kaval Byrasandra,0,111-C UP,15619
111-C,1,Kaval Byrasandra,0,111-C UP,15620
111-C,1,Kaval Byrasandra,0,111-C UP,15621
111-C,1,Kaval Byrasandra,0,111-C UP,15622
111-C,1,Kaval Byrasandra,0,111-C UP,15623
111-C,1,Kaval Byrasandra,0,111-C UP,15624
111-C,1,Kaval Byrasandra,0,111-C UP,15625
111-C,1,Kaval Byrasandra,0,111-C UP,15626
111-C,1,Kaval Byrasandra,0,111-C UP,15627
111-C,1,Kaval Byrasandra,0,111-C UP,15628
111-C,1,Kaval Byrasandra,0,111-C UP,15629
111-C,1,Kaval Byrasandra,0,111-C UP,15630
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15631
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15632
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15633
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15634
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15635
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15636
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15637
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15638
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15639
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15640
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15641
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15642
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15643
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15644
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15645
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15646
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15647
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15648
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15649
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15650
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15651
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15652
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15653
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15654
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15655
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15656
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15657
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15658
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15659
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15660
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15661
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15662
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15663
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15664
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15665
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15666
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15667
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15668
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15669
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15670
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15671
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15672
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15673
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15674
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15675
111-C,1,Kempegowda Bus Station,1,111-C DOWN,15676
112,1,Kaval Byrasandra,0,112 UP,3482
112,1,Kaval Byrasandra,0,112 UP,3483
112,1,Kaval Byrasandra,0,112 UP,3484
112,1,Kaval Byrasandra,0,112 UP,3485
112,1,Kaval Byrasandra,0,112 UP,3486
112,1,Kaval Byrasandra,0,112 UP,3487
112,1,Kaval Byrasandra,0,112 UP,3488
112,1,Kaval Byrasandra,0,112 UP,3489
112,1,Kaval Byrasandra,0,112 UP,3490
112,1,Kaval Byrasandra,0,112 UP,3491
112,1,Kaval Byrasandra,0,112 UP,3492
112,1,Kaval Byrasandra,0,112 UP,3493
112,1,Kaval Byrasandra,0,112 UP,3494
112,1,Kaval Byrasandra,0,112 UP,3495
112,1,Kaval Byrasandra,0,112 UP,3496
112,1,Kaval Byrasandra,0,112 UP,3497
112,1,Kaval Byrasandra,0,112 UP,3498
112,1,Kaval Byrasandra,0,112 UP,3499
112,1,Kaval Byrasandra,0,112 UP,3500
112,1,Kaval Byrasandra,0,112 UP,3501
112,1,Kaval Byrasandra,0,112 UP,3502
112,1,Kaval Byrasandra,0,112 UP,3503
112,1,Kaval Byrasandra,0,112 UP,3504
112,1,Kaval Byrasandra,0,112 UP,3505
112,1,Kaval Byrasandra,0,112 UP,3506
112,1,Kaval Byrasandra,0,112 UP,3507
112,1,Kaval Byrasandra,0,112 UP,3508
112,1,Kaval Byrasandra,0,112 UP,3509
112,1,Kaval Byrasandra,0,112 UP,3510
112,1,Kaval Byrasandra,0,112 UP,3511
112,1,Kaval Byrasandra,0,112 UP,3512
112,1,Kaval Byrasandra,0,112 UP,3513
112,1,Kaval Byrasandra,0,112 UP,3514
112,1,Kaval Byrasandra,0,112 UP,3515
112,1,Kaval Byrasandra,0,112 UP,3516
112,1,Kaval Byrasandra,0,112 UP,3517
112,1,Kaval Byrasandra,0,112 UP,3518
112,1,Kaval Byrasandra,0,112 UP,3519
112,1,Kaval Byrasandra,0,112 UP,3520
112,1,Kaval Byrasandra,0,112 UP,3521
112,1,Kaval Byrasandra,0,112 UP,3522
112,1,Kaval Byrasandra,0,112 UP,3523
112,1,Kaval Byrasandra,0,112 UP,3524
112,1,Kaval Byrasandra,0,112 UP,3525
112,1,Kaval Byrasandra,0,112 UP,3526
112,1,Kaval Byrasandra,0,112 UP,3527
112,1,Kaval Byrasandra,0,112 UP,3528
112,1,Kaval Byrasandra,0,112 UP,3529
112,1,Kaval Byrasandra,0,112 UP,3530
112,1,Kaval Byrasandra,0,112 UP,3531
112,1,Kaval Byrasandra,0,112 UP,3532
112,1,Kaval Byrasandra,0,112 UP,3533
112,1,Kaval Byrasandra,0,112 UP,3534
112,1,Kaval Byrasandra,0,112 UP,3535
112,1,Kaval Byrasandra,0,112 UP,3536
112,1,Kaval Byrasandra,0,112 UP,3537
112,1,Kaval Byrasandra,0,112 UP,3538
112,1,Kaval Byrasandra,0,112 UP,3539
112,1,Kaval Byrasandra,0,112 UP,3540
112,1,Kaval Byrasandra,0,112 UP,3541
112,1,Kaval Byrasandra,0,112 UP,3542
112,1,Shivajinagara Bus Station,1,112 DOWN,3543
112,1,Shivajinagara Bus Station,1,112 DOWN,3544
112,1,Shivajinagara Bus Station,1,112 DOWN,3545
112,1,Shivajinagara Bus Station,1,112 DOWN,3546
112,1,Shivajinagara Bus Station,1,112 DOWN,3547
112,1,Shivajinagara Bus Station,1,112 DOWN,3548
112,1,Shivajinagara Bus Station,1,112 DOWN,3549
112,1,Shivajinagara Bus Station,1,112 DOWN,3550
112,1,Shivajinagara Bus Station,1,112 DOWN,3551
112,1,Shivajinagara Bus Station,1,112 DOWN,3552
112,1,Shivajinagara Bus Station,1,112 DOWN,3553
112,1,Shivajinagara Bus Station,1,112 DOWN,3554
112,1,Shivajinagara Bus Station,1,112 DOWN,3555
112,1,Shivajinagara Bus Station,1,112 DOWN,3556
112,1,Shivajinagara Bus Station,1,112 DOWN,3557
112,1,Shivajinagara Bus Station,1,112 DOWN,3558
112,1,Shivajinagara Bus Station,1,112 DOWN,3559
112,1,Shivajinagara Bus Station,1,112 DOWN,3560
112,1,Shivajinagara Bus Station,1,112 DOWN,3561
112,1,Shivajinagara Bus Station,1,112 DOWN,3562
112,1,Shivajinagara Bus Station,1,112 DOWN,3563
112,1,Shivajinagara Bus Station,1,112 DOWN,3564
112,1,Shivajinagara Bus Station,1,112 DOWN,3565
112,1,Shivajinagara Bus Station,1,112 DOWN,3566
112,1,Shivajinagara Bus Station,1,112 DOWN,3567
112,1,Shivajinagara Bus Station,1,112 DOWN,3568
112,1,Shivajinagara Bus Station,1,112 DOWN,3569
112,1,Shivajinagara Bus Station,1,112 DOWN,3570
112,1,Shivajinagara Bus Station,1,112 DOWN,3571
112,1,Shivajinagara Bus Station,1,112 DOWN,3572
112,1,Shivajinagara Bus Station,1,112 DOWN,3573
112,1,Shivajinagara Bus Station,1,112 DOWN,3574
112,1,Shivajinagara Bus Station,1,112 DOWN,3575
112,1,Shivajinagara Bus Station,1,112 DOWN,3576
112,1,Shivajinagara Bus Station,1,112 DOWN,3577
112,1,Shivajinagara Bus Station,1,112 DOWN,3578
112,1,Shivajinagara Bus Station,1,112 DOWN,3579
112,1,Shivajinagara Bus Station,1,112 DOWN,3580
112,1,Shivajinagara Bus Station,1,112 DOWN,3581
112,1,Shivajinagara Bus Station,1,112 DOWN,3582
112,1,Shivajinagara Bus Station,1,112 DOWN,3583
112,1,Shivajinagara Bus Station,1,112 DOWN,3584
112,1,Shivajinagara Bus Station,1,112 DOWN,3585
112,1,Shivajinagara Bus Station,1,112 DOWN,3586
112,1,Shivajinagara Bus Station,1,112 DOWN,3587
112,1,Shivajinagara Bus Station,1,112 DOWN,3588
112,1,Shivajinagara Bus Station,1,112 DOWN,3589
112,1,Shivajinagara Bus Station,1,112 DOWN,3590
112,1,Shivajinagara Bus Station,1,112 DOWN,3591
112,1,Shivajinagara Bus Station,1,112 DOWN,3592
112,1,Shivajinagara Bus Station,1,112 DOWN,3593
112,1,Shivajinagara Bus Station,1,112 DOWN,3594
112,1,Shivajinagara Bus Station,1,112 DOWN,3595
112,1,Shivajinagara Bus Station,1,112 DOWN,3596
112,1,Shivajinagara Bus Station,1,112 DOWN,3597
112,1,Shivajinagara Bus Station,1,112 DOWN,3598
112,1,Shivajinagara Bus Station,1,112 DOWN,3599
112,1,Shivajinagara Bus Station,1,112 DOWN,3600
112,1,Shivajinagara Bus Station,1,112 DOWN,3601
112,1,Shivajinagara Bus Station,1,112 DOWN,3602
112 CMS-KBR,1,Cubbon Park Metro Station,1,112 CMS-KBR DOWN,44752
112 CMS-KBR,1,Cubbon Park Metro Station,1,112 CMS-KBR DOWN,44753
112 CMS-KBR,1,Kaval Byrasandra,0,112 CMS-KBR UP,44750
112 CMS-KBR,1,Kaval Byrasandra,0,112 CMS-KBR UP,44751
112-A,1,Kaval Byrasandra,0,112-A UP,16225
112-A,1,Kaval Byrasandra,0,112-A UP,16226
112-A,1,Kaval Byrasandra,0,112-A UP,16227
112-A,1,Kaval Byrasandra,0,112-A UP,16228
112-A,1,Kaval Byrasandra,0,112-A UP,16229
112-A,1,Kaval Byrasandra,0,112-A UP,16230
112-A,1,Kaval Byrasandra,0,112-A UP,16231
112-A,1,Kaval Byrasandra,0,112-A UP,16232
112-A,1,Kaval Byrasandra,0,112-A UP,16233
112-A,1,Kaval Byrasandra,0,112-A UP,16234
112-A,1,Kaval Byrasandra,0,112-A UP,16235
112-A,1,Kaval Byrasandra,0,112-A UP,16236
112-A,1,Kaval Byrasandra,0,112-A UP,16237
112-A,1,Kaval Byrasandra,0,112-A UP,16238
112-A,1,Kaval Byrasandra,0,112-A UP,16239
112-A,1,Kaval Byrasandra,0,112-A UP,16240
112-A,1,Kaval Byrasandra,0,112-A UP,16241
112-A,1,Kaval Byrasandra,0,112-A UP,16242
112-A,1,Kaval Byrasandra,0,112-A UP,16243
112-A,1,Kaval Byrasandra,0,112-A UP,16244
112-A,1,Kaval Byrasandra,0,112-A UP,16245
112-A,1,Kaval Byrasandra,0,112-A UP,16246
112-A,1,Kaval Byrasandra,0,112-A UP,16247
112-A,1,Kaval Byrasandra,0,112-A UP,16248
112-A,1,Kaval Byrasandra,0,112-A UP,16249
112-A,1,Kaval Byrasandra,0,112-A UP,16250
112-A,1,Kaval Byrasandra,0,112-A UP,16251
112-A,1,Kaval Byrasandra,0,112-A UP,16252
112-A,1,Kaval Byrasandra,0,112-A UP,16253
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16254
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16255
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16256
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16257
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16258
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16259
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16260
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16261
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16262
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16263
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16264
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16265
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16266
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16267
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16268
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16269
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16270
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16271
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16272
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16273
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16274
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16275
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16276
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16277
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16278
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16279
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16280
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16281
112-A,1,Shivajinagara Bus Station,1,112-A DOWN,16282
112-A SBS-MDG,1,Modi Garden,0,112-A SBS-MDG UP,54213
112-A SBS-MDG,1,Shivajinagara Bus Station,1,112-A SBS-MDG DOWN,54214
112A MDG-SBS,1,Shivajinagara Bus Station,0,112-A SBS-MDG DOWN,48834
114,1,KR Market,1,114 DOWN,16357
114,1,KR Market,1,114 DOWN,16358
114,1,KR Market,1,114 DOWN,16359
114,1,KR Market,1,114 DOWN,16360
114,1,KR Market,1,114 DOWN,16361
114,1,KR Market,1,114 DOWN,16362
114,1,KR Market,1,114 DOWN,16363
114,1,KR Market,1,114 DOWN,16364
114,1,KR Market,1,114 DOWN,16365
114,1,KR Market,1,114 DOWN,16366
114,1,KR Market,1,114 DOWN,16367
114,1,KR Market,1,114 DOWN,16368
114,1,KR Market,1,114 DOWN,16369
114,1,KR Market,1,114 DOWN,16370
114,1,KR Market,1,114 DOWN,16371
114,1,KR Market,1,114 DOWN,16372
114,1,KR Market,1,114 DOWN,16373
114,1,KR Market,1,114 DOWN,16374
114,1,KR Market,1,114 DOWN,16375
114,1,KR Market,1,114 DOWN,16376
114,1,KR Market,1,114 DOWN,16377
114,1,KR Market,1,114 DOWN,16378
114,1,KR Market,1,114 DOWN,16379
114,1,KR Market,1,114 DOWN,16380
114,1,KR Market,1,114 DOWN,16381
114,1,KR Market,1,114 DOWN,16382
114,1,KR Market,1,114 DOWN,16383
114,1,KR Market,1,114 DOWN,16384
114,1,KR Market,1,114 DOWN,16385
114,1,KR Market,1,114 DOWN,16386
114,1,KR Market,1,114 DOWN,16387
114,1,KR Market,1,114 DOWN,16388
114,1,KR Market,1,114 DOWN,16389
114,1,KR Market,1,114 DOWN,16390
114,1,KR Market,1,114 DOWN,16391
114,1,KR Market,1,114 DOWN,16392
114,1,Sultan palya,0,114 UP,16323
114,1,Sultan palya,0,114 UP,16324
114,1,Sultan palya,0,114 UP,16325
114,1,Sultan palya,0,114 UP,16326
114,1,Sultan palya,0,114 UP,16327
114,1,Sultan palya,0,114 UP,16328
114,1,Sultan palya,0,114 UP,16329
114,1,Sultan palya,0,114 UP,16330
114,1,Sultan palya,0,114 UP,16331
114,1,Sultan palya,0,114 UP,16332
114,1,Sultan palya,0,114 UP,16333
114,1,Sultan palya,0,114 UP,16334
114,1,Sultan palya,0,114 UP,16335
114,1,Sultan palya,0,114 UP,16336
114,1,Sultan palya,0,114 UP,16337
114,1,Sultan palya,0,114 UP,16338
114,1,Sultan palya,0,114 UP,16339
114,1,Sultan palya,0,114 UP,16340
114,1,Sultan palya,0,114 UP,16341
114,1,Sultan palya,0,114 UP,16342
114,1,Sultan palya,0,114 UP,16343
114,1,Sultan palya,0,114 UP,16344
114,1,Sultan palya,0,114 UP,16345
114,1,Sultan palya,0,114 UP,16346
114,1,Sultan palya,0,114 UP,16347
114,1,Sultan palya,0,114 UP,16348
114,1,Sultan palya,0,114 UP,16349
114,1,Sultan palya,0,114 UP,16350
114,1,Sultan palya,0,114 UP,16351
114,1,Sultan palya,0,114 UP,16352
114,1,Sultan palya,0,114 UP,16353
114,1,Sultan palya,0,114 UP,16354
114,1,Sultan palya,0,114 UP,16355
114,1,Sultan palya,0,114 UP,16356
114-A,1,Shivajinagara Bus Station,1,114-A DOWN,16416
114-A,1,Shivajinagara Bus Station,1,114-A DOWN,16417
114-A,1,Shivajinagara Bus Station,1,114-A DOWN,16418
114-A,1,Shivajinagara Bus Station,1,114-A DOWN,16419
114-A,1,Shivajinagara Bus Station,1,114-A DOWN,16420
114-A,1,Shivajinagara Bus Station,1,114-A DOWN,16421
114-A,1,Shivajinagara Bus Station,1,114-A DOWN,16422
114-A,1,Shivajinagara Bus Station,1,114-A DOWN,16423
114-A,1,Shivajinagara Bus Station,1,114-A DOWN,16424
114-A,1,Shivajinagara Bus Station,1,114-A DOWN,16425
114-A,1,Shivajinagara Bus Station,1,114-A DOWN,16426
114-A,1,Shivajinagara Bus Station,1,114-A DOWN,16427
114-A,1,Shivajinagara Bus Station,1,114-A DOWN,16428
114-A,1,Shivajinagara Bus Station,1,114-A DOWN,16429
114-A,1,Shivajinagara Bus Station,1,114-A DOWN,16430
114-A,1,Shivajinagara Bus Station,1,114-A DOWN,16431
114-A,1,Shivajinagara Bus Station,1,114-A DOWN,16432
114-A,1,Shivajinagara Bus Station,1,114-A DOWN,16433
114-A,1,Sultan palya,0,114-A UP,16393
114-A,1,Sultan palya,0,114-A UP,16394
114-A,1,Sultan palya,0,114-A UP,16395
114-A,1,Sultan palya,0,114-A UP,16396
114-A,1,Sultan palya,0,114-A UP,16397
114-A,1,Sultan palya,0,114-A UP,16398
114-A,1,Sultan palya,0,114-A UP,16399
114-A,1,Sultan palya,0,114-A UP,16400
114-A,1,Sultan palya,0,114-A UP,16401
114-A,1,Sultan palya,0,114-A UP,16402
114-A,1,Sultan palya,0,114-A UP,16403
114-A,1,Sultan palya,0,114-A UP,16404
114-A,1,Sultan palya,0,114-A UP,16405
114-A,1,Sultan palya,0,114-A UP,16406
114-A,1,Sultan palya,0,114-A UP,16407
114-A,1,Sultan palya,0,114-A UP,16408
114-A,1,Sultan palya,0,114-A UP,16409
114-A,1,Sultan palya,0,114-A UP,16410
114-A,1,Sultan palya,0,114-A UP,16411
114-A,1,Sultan palya,0,114-A UP,16412
114-A,1,Sultan palya,0,114-A UP,16413
114-A,1,Sultan palya,0,114-A UP,16414
114-A,1,Sultan palya,0,114-A UP,16415
114-B,1,Kempegowda Bus Station,1,114-B DOWN,16455
114-B,1,Kempegowda Bus Station,1,114-B DOWN,16456
114-B,1,Kempegowda Bus Station,1,114-B DOWN,16457
114-B,1,Kempegowda Bus Station,1,114-B DOWN,16458
114-B,1,Kempegowda Bus Station,1,114-B DOWN,16459
114-B,1,Kempegowda Bus Station,1,114-B DOWN,16460
